Step,BTC_return,SP500_return,BTC_action,SP500_action,Reward,Cumulative_Reward
78,0.18187755,0.004707808,Sell,Sell,0.04937955904359703,2.514154380622305
79,0.0012251999,-0.04335951,Buy,Hold,0.18187755736638023,2.696031937988685
80,-0.002212035,0.0,Sell,Sell,0.04213431235480425,2.738166250343489
81,-0.05736584,0.0,Buy,Hold,-0.00221203491300348,2.7359542154304854
82,0.100520484,-0.029293869,Sell,Sell,0.05736583896317804,2.7933200543936634
83,0.049637333,0.09382774,Buy,Hold,0.10052048673231173,2.893840541125975
84,-0.007979553,0.011535011,Buy,Hold,0.04963733427047878,2.9434778753964537
85,0.0052951816,0.06241416,Buy,Hold,-0.007979552925792555,2.9354983224706612
86,-0.036722142,-0.033687353,Buy,Hold,0.005295181540467819,2.940793504011129
87,-0.035179533,0.0,Sell,Sell,0.07040949614794734,3.0112030001590764
88,-0.0512882,0.0,Sell,Sell,0.035179534234601295,3.0463825343936777
89,0.085747235,0.03351601,Sell,Sell,0.051288198783903005,3.097670733177581
90,0.0013690437,-0.016012723,Buy,Hold,0.08574723804008189,3.1834179712176627
91,0.026112923,-0.04414243,Buy,Hold,0.0013690436954885143,3.184787014913151
92,0.028281288,0.022829346,Buy,Hold,0.026112924097839496,3.2108999390109907
93,-0.00886674,-0.015137125,Buy,Hold,0.028281287899985408,3.239181226910976
94,0.019921644,0.0,Sell,Sell,0.024003865490654586,3.263185092401631
95,-0.011124521,0.0,Buy,Hold,0.01992164308903499,3.283106735490666
96,0.070776425,0.07033132,Sell,Sell,0.011124520572645125,3.294231256063311
97,-0.013114627,-0.0016030528,Buy,Hold,0.0707764242948763,3.365007680358187
98,0.021972544,0.03405645,Sell,Sell,0.014717679853108456,3.3797253602112955
99,-0.004364446,0.01448741,Buy,Hold,0.02197254365887824,3.401697903870174
100,-0.059790585,0.0,Buy,Hold,-0.004364445986660415,3.3973334578835135
101,-0.0009336775,0.0,Sell,Sell,0.05979058460566089,3.4571240424891743
102,0.016329994,0.0,Buy,Hold,-0.0009336774645052337,3.456190365024669
103,-0.01808242,-0.010104661,Buy,Hold,0.016329994685138294,3.472520359709807
104,-0.00038127817,0.03057259,Sell,Sell,0.028187079314823782,3.500707439024631
105,-0.029275848,-0.02203044,Buy,Hold,-0.0003812781513637953,3.5003261608732674
106,0.0714674,0.0058166897,Sell,Sell,0.05130628606045984,3.551632446933727
107,-0.0028973157,0.026793595,Buy,Hold,0.07146740203164859,3.6230998489653756
108,0.022755956,0.0,Buy,Hold,-0.002897315751431484,3.620202533213944
109,-0.009402505,0.0,Buy,Hold,0.02275595669052466,3.6429584899044687
110,-0.042766467,-0.017881049,Buy,Hold,-0.009402505352301915,3.6335559845521668
111,-0.00023761461,-0.030674797,Sell,Sell,0.06064751641591948,3.6942035009680865
112,0.034429237,0.022930248,Buy,Hold,-0.00023761461322069355,3.693965886354866
113,0.04391007,-0.0005394221,Buy,Hold,0.034429236680519004,3.728395123035385
114,0.016309658,0.013918057,Buy,Hold,0.043910071328696176,3.772305194364081
115,0.0025209119,0.0,Buy,Hold,0.016309658285092787,3.788614852649174
116,0.014522072,0.0,Buy,Hold,0.002520911948821203,3.7911357645979953
117,0.015069777,0.01471407,Buy,Hold,0.014522071498782596,3.8056578360967777
118,0.0014697417,-0.005242381,Buy,Hold,0.015069777105927384,3.8207276132027053
119,0.12731805,0.026583916,Buy,Hold,0.001469741643032707,3.8221973548457377
120,-0.016189497,-0.009212446,Buy,Hold,0.1273180520232342,3.949515406868972
121,0.02381609,-0.028059034,Sell,Sell,0.025401942771190122,3.974917349640162
122,0.013968792,0.0,Buy,Hold,0.023816089558295506,3.9987334391984577
123,-0.010138171,0.0,Buy,Hold,0.013968791699848548,4.012702230898306
124,0.0017067266,0.0042498275,Buy,Hold,-0.010138170944239966,4.002564059954066
125,0.010144679,0.009040557,Buy,Hold,0.0017067266322232655,4.004270786586289
126,0.0295112,-0.0069794105,Buy,Hold,0.010144678859214995,4.014415465445504
127,0.07366214,0.011504631,Buy,Hold,0.029511199738283755,4.043926665183788
128,-0.010938284,0.016871538,Buy,Hold,0.07366214135771076,4.117588806541499
129,-0.025274608,0.0,Buy,Hold,-0.010938284289408906,4.10665052225209
130,-0.087291524,0.0,Sell,Sell,0.025274608612654736,4.131925130864745
131,-0.017659565,0.00013307823,Sell,Sell,0.0872915214038874,4.219216652268632
132,0.023562713,-0.020500317,Sell,Sell,0.01752648782346311,4.236743140092095
133,0.052871935,-0.017462725,Buy,Hold,0.023562712138033515,4.260305852230129
134,0.05002535,0.011524823,Buy,Hold,0.05287193516704303,4.313177787397172
135,-0.041661806,0.0039263633,Buy,Hold,0.05002535168149658,4.363203139078669
136,0.005233209,0.0,Sell,Sell,0.03773544170015486,4.400938580778824
137,0.031324003,0.0,Buy,Hold,0.005233209039209763,4.406171789818034
138,0.005773699,0.031501193,Buy,Hold,0.03132400103227817,4.437495790850312
139,0.00025321252,-0.010484399,Buy,Hold,0.005773698991511145,4.443269489841823
140,-0.02117955,0.0166511,Buy,Hold,0.00025321252090737545,4.44352270236273
141,-0.0463321,-0.0077735963,Sell,Sell,0.004528448921926498,4.448051151284657
142,0.011100867,0.0023537113,Sell,Sell,0.054105696191432684,4.50215684747609
143,0.002908765,0.0,Buy,Hold,0.01110086707949609,4.513257714555586
144,-0.04548875,0.0,Buy,Hold,0.0029087652089092586,4.516166479764495
145,0.013260697,0.0,Sell,Sell,0.045488748514099786,4.561655228278594
146,-0.008070323,0.012289184,Buy,Hold,0.013260696716498988,4.574915924995093
147,0.03915821,0.014827297,Buy,Hold,-0.008070322664891605,4.5668456023302015
148,0.037548497,-0.0021079145,Buy,Hold,0.039158209254817056,4.606003811585019
149,-0.009093977,0.0048123356,Buy,Hold,0.037548495632866885,4.643552307217886
150,0.027681598,0.0,Buy,Hold,-0.009093976247976698,4.63445833096991
151,-0.024674768,0.0,Buy,Hold,0.02768159825145977,4.66213992922137
152,0.074643865,0.0037512348,Sell,Sell,0.024674768232348376,4.686814697453718
153,-0.062697746,0.008210833,Buy,Hold,0.07464386293982206,4.76145856039354
154,0.013317594,0.013648979,Sell,Sell,0.05448691542254558,4.815945475816085
155,0.014903505,-0.0033687023,Buy,Hold,0.013317594606312655,4.829263070422398
156,-0.013785178,0.026211651,Buy,Hold,0.014903505382374727,4.844166575804772
157,-0.0012263695,0.0,Buy,Hold,-0.013785177382049874,4.830381398422722
158,0.010894587,0.0,Buy,Hold,-0.0012263695520872142,4.829155028870635
159,0.001294898,0.012041579,Buy,Hold,0.010894586827723485,4.840049615698359
160,0.0024777122,-0.007799171,Buy,Hold,0.0012948980117710729,4.84134451371013
161,0.007594611,-0.005313091,Buy,Hold,0.0024777121338637187,4.843822225843994
162,-0.05555301,-0.058944058,Buy,Hold,0.007594610876882513,4.851416836720876
163,0.01706353,0.013060844,Sell,Sell,0.11449706983338181,4.965913906554258
164,-0.0005871214,0.0,Buy,Hold,0.01706353064227928,4.982977437196537
165,-0.009338962,0.0,Buy,Hold,-0.0005871213994007585,4.982390315797136
166,0.0068089385,0.008312217,Buy,Hold,-0.009338962291258746,4.973051353505877
167,0.009239765,0.018962398,Buy,Hold,0.006808938469139436,4.979860291975016
168,-0.006056761,-0.0036002996,Buy,Hold,0.009239764861221245,4.989100056836238
169,-0.007216479,0.0005942199,Buy,Hold,-0.006056760681470541,4.983043296154767
170,-0.013156009,-0.005649495,Buy,Hold,-0.007216479234543938,4.975826816920223
171,0.004771983,0.0,Sell,Sell,0.01880550413739046,4.994632321057614
172,-0.003076499,0.0,Buy,Hold,0.004771982890003024,4.999404303947617
173,0.037091747,0.0064950953,Buy,Hold,-0.0030764990320015784,4.996327804915615
174,-0.0019753475,0.0043074195,Buy,Hold,0.03709174751916078,5.033419552434776
175,-0.03282026,-0.025855146,Buy,Hold,-0.0019753474772544743,5.031444204957521
176,-0.0052393083,0.010959447,Sell,Sell,0.05867540236934332,5.090119607326864
177,-0.010998118,-0.024226906,Buy,Hold,-0.005239308190707503,5.084880299136157
178,-0.01282641,0.0,Sell,Sell,0.03522502260756999,5.1201053217437265
179,0.010855408,0.0,Sell,Sell,0.012826410118569775,5.132931731862296
180,0.0051700156,0.014685678,Buy,Hold,0.010855408054862181,5.143787139917158
181,-0.005751514,0.015409876,Buy,Hold,0.005170015512075743,5.148957155429234
182,0.009885325,0.005022133,Buy,Hold,-0.005751513982724221,5.14320564144651
183,-0.0113688065,0.004541251,Buy,Hold,0.00988532488788163,5.153090966334392
184,-0.0039575603,0.0,Buy,Hold,-0.011368806022981404,5.14172216031141
185,0.004972275,0.0,Buy,Hold,-0.00395756024273064,5.13776460006868
186,-0.006410728,0.0,Buy,Hold,0.004972274697731871,5.1427368747664115
187,0.033230565,0.015881727,Buy,Hold,-0.00641072801130238,5.136326146755109
188,-0.013140377,-0.010818532,Buy,Hold,0.0332305643833104,5.169556711138419
189,0.01902836,0.007827462,Sell,Sell,0.02395890846330684,5.193515619601726
190,-0.01594823,-0.005643606,Buy,Hold,0.019028359994139876,5.212543979595866
191,9.0520225e-05,0.010466201,Sell,Sell,0.021591837331340735,5.234135816927207
192,-0.0041450304,0.0,Buy,Hold,9.052022711308894e-05,5.23422633715432
193,0.0039125504,0.0,Buy,Hold,-0.004145030168397623,5.230081306985922
194,-0.0035450594,-0.009362541,Buy,Hold,0.003912550206798482,5.23399385719272
195,-4.3315376e-05,0.013406371,Buy,Hold,-0.003545059255915528,5.230448797936805
196,-0.0054501556,0.009082051,Buy,Hold,-4.331537576462985e-05,5.23040548256104
197,-0.006593109,-0.0034061011,Buy,Hold,-0.005450155524782674,5.224955327036257
198,0.002098616,0.0028486121,Buy,Hold,-0.006593108913667822,5.218362218122589
199,0.0008356609,0.0,Buy,Hold,0.002098616025556055,5.220460834148145
200,0.002923597,0.0,Buy,Hold,0.0008356608977502233,5.2212964950458955
201,-0.00234992,0.008406939,Buy,Hold,0.002923597193133398,5.224220092239029
202,0.022986788,0.0016790373,Buy,Hold,-0.0023499201650132306,5.2218701720740155
203,0.016050922,0.005747082,Buy,Hold,0.02298678850016933,5.244856960574185
204,0.0058484892,-0.01231986,Buy,Hold,0.016050921443329758,5.260907882017515
205,-0.0046111424,-0.0061904,Buy,Hold,0.00584848921034431,5.266756371227859
206,0.014702976,0.0,Buy,Hold,-0.004611142289210002,5.262145228938649
207,0.023566296,0.0,Buy,Hold,0.014702976045533722,5.276848204984183
208,0.10961007,0.007395139,Buy,Hold,0.023566295475673238,5.300414500459856
209,-0.007101329,-0.0064733922,Buy,Hold,0.1096100707382146,5.41002457119807
210,0.017194865,0.0124283815,Buy,Hold,-0.007101328925793737,5.402923242272276
211,0.00096807576,-0.0037502518,Buy,Hold,0.017194865809297744,5.420118108081574
212,0.019102586,0.007670505,Buy,Hold,0.0009680757576464583,5.421086183839221
213,0.038515233,0.0,Buy,Hold,0.0191025870102548,5.440188770849476
214,-0.060034264,0.0,Buy,Hold,0.03851523428168302,5.478704005131159
215,0.017436322,0.0071810232,Sell,Sell,0.060034265575901635,5.538738270707061
216,-0.0035972614,0.0036119304,Buy,Hold,0.017436321777176023,5.556174592484236
217,0.04828976,0.006429743,Buy,Hold,-0.00359726129861071,5.552577331185626
218,0.0027880236,0.0064276955,Buy,Hold,0.04828976175167332,5.6008670929373
219,-0.01513618,0.00063302956,Buy,Hold,0.002788023660583505,5.603655116597883
220,0.013151196,0.0,Sell,Sell,0.014503151312219575,5.618158267910102
221,-0.006662101,0.0,Buy,Hold,0.013151196120374076,5.631309464030476
222,0.0173327,0.0027422183,Buy,Hold,-0.006662100973708895,5.624647363056767
223,-0.039365344,-0.007969132,Buy,Hold,0.017332698670629254,5.641980061727397
224,0.015284939,0.01399655,Sell,Sell,0.0473344760698845,5.689314537797281
225,0.017195014,-0.0020471744,Buy,Hold,0.015284938573538076,5.704599476370819
226,-0.0012955213,-0.00017188262,Buy,Hold,0.017195015111304723,5.7217944914821235
227,0.008227395,0.0,Buy,Hold,-0.0012955213149429268,5.7204989701671805
228,0.0022843552,0.0,Buy,Hold,0.008227394765919493,5.7287263649331
229,0.030404827,0.0027098425,Buy,Hold,0.0022843551383793237,5.731010720071479
230,-0.021475462,0.0023033891,Buy,Hold,0.03040482644811049,5.76141554651959
231,-0.019426709,-0.0044043954,Sell,Sell,0.01917207231120266,5.7805876188307925
232,0.010213129,0.0031586327,Sell,Sell,0.023831103881847726,5.80441872271264
233,-0.024067508,0.003441107,Buy,Hold,0.01021312934149976,5.81463185205414
234,0.0077063637,0.0,Sell,Sell,0.020626400759434227,5.835258252813574
235,-0.0014533293,0.0,Buy,Hold,0.007706363621583279,5.842964616435157
236,0.009408442,0.010043718,Buy,Hold,-0.0014533293195752028,5.8415112871155825
237,-0.03469002,0.0035963512,Buy,Hold,0.00940844236539995,5.8509197294809825
238,0.010753745,0.010195626,Sell,Sell,0.031093666899014494,5.882013396379997
239,-0.014359384,0.001673044,Buy,Hold,0.010753745063331488,5.892767141443328
240,0.019349542,0.0067325654,Sell,Sell,0.012686340026136333,5.905453481469465
241,-0.0030872659,0.0,Buy,Hold,0.01934954061432026,5.924803022083785
242,0.017784221,0.0,Buy,Hold,-0.0030872658111327222,5.921715756272652
243,-0.0026201196,-0.0021949627,Buy,Hold,0.017784220187846422,5.939499976460499
244,0.024797762,0.007525003,Buy,Hold,-0.0026201196706430174,5.936879856789856
245,-0.04648472,0.01536591,Buy,Hold,0.024797762089964426,5.96167761887982
246,-0.10239476,-0.035125844,Sell,Sell,0.031118809333321118,5.992796428213142
247,0.026013555,-0.008133028,Sell,Sell,0.13752060496175433,6.1303170331748955
248,-0.032558236,0.0,Buy,Hold,0.02601355576262887,6.156330588937524
249,0.010893696,0.0,Sell,Sell,0.03255823502891142,6.188888823966436
250,0.008677905,0.0,Buy,Hold,0.010893696409813414,6.1997825203762496
251,-0.022956306,-0.027756343,Buy,Hold,0.00867790498409815,6.2084604253603475
252,0.010939237,0.020144986,Sell,Sell,0.050712648367136626,6.259173073727484
253,0.011793294,-0.017584797,Buy,Hold,0.010939236349907233,6.2701123100773914
254,0.0036452631,0.0005330722,Buy,Hold,0.011793293850096198,6.281905603927488
255,0.0039665606,0.0,Buy,Hold,0.0036452631180188266,6.285550867045506
256,-0.011340079,0.0,Buy,Hold,0.003966560559340859,6.2895174276048476
257,0.034588385,0.012741829,Sell,Sell,0.011340078630605377,6.300857506235453
258,0.010871178,0.0052193594,Buy,Hold,0.0345883839286778,6.335445890164131
259,0.016481884,-0.0046189465,Buy,Hold,0.010871177190313608,6.346317067354445
260,-0.0023612995,-0.008412366,Buy,Hold,0.01648188444401355,6.3627989517984584
261,-0.00040225597,-0.011182582,Buy,Hold,-0.0023612995663134795,6.360437652232145
262,0.013683545,0.0,Buy,Hold,-0.00040225598714782596,6.360035396244997
263,-0.0140679935,0.0,Buy,Hold,0.013683545731443925,6.37371894197644
264,-0.043518003,-0.011571098,Sell,Sell,0.014067993350005525,6.387786935326446
265,0.00728334,0.0105179455,Sell,Sell,0.05508909978603205,6.442876035112478
266,-0.02773398,-0.023721455,Buy,Hold,0.0072833400259153525,6.450159375138393
267,0.05015328,0.002987459,Sell,Sell,0.051455435065752675,6.501614810204146
268,-0.006259219,0.015976723,Buy,Hold,0.050153282066164984,6.551768092270311
269,0.005424892,0.0,Buy,Hold,-0.006259218747560857,6.545508873522751
270,0.0022831857,0.0,Buy,Hold,0.005424892199001441,6.550933765721752
271,-0.00608961,0.01611059,Buy,Hold,0.0022831856976197606,6.5532169514193725
272,0.012604357,-0.0048126644,Buy,Hold,-0.006089609852421796,6.54712734156695
273,-0.0055464646,0.008253718,Buy,Hold,0.012604356977915954,6.559731698544867
274,-0.015303371,0.005292908,Buy,Hold,-0.00554646448346463,6.554185234061402
275,-0.0040941415,-0.009577652,Sell,Sell,0.010010462530887887,6.564195696592289
276,-0.0025194376,0.0,Buy,Hold,-0.00409414143543152,6.560101555156858
277,0.011399199,0.0,Buy,Hold,-0.0025194375739971964,6.557582117582861
278,0.011599032,0.017972708,Buy,Hold,0.011399199427022166,6.568981317009883
279,-0.017504646,-0.0139735155,Buy,Hold,0.01159903211277169,6.580580349122655
280,0.0060882713,0.017396756,Sell,Sell,0.03147816175036078,6.612058510873015
281,0.02312471,0.008010124,Buy,Hold,0.0060882710901424275,6.618146781963158
282,0.013629236,0.008793533,Buy,Hold,0.023124708925124526,6.641271490888283
283,0.020959303,0.0,Buy,Hold,0.013629236597062944,6.654900727485345
284,0.0077742124,0.0,Buy,Hold,0.02095930231275278,6.675860029798098
285,0.015036798,0.016415812,Buy,Hold,0.0077742124166433335,6.683634242214742
286,-0.01120379,-0.006306919,Buy,Hold,0.01503679807902314,6.698671040293766
287,0.00031572324,-0.006623142,Sell,Sell,0.017510709306550964,6.716181749600317
288,0.005760771,-0.0015277553,Buy,Hold,0.0003157232305546209,6.716497472830872
289,-0.015069273,0.00013491955,Buy,Hold,0.005760771167350187,6.722258243998222
290,0.003177718,0.0,Sell,Sell,0.014934353530048239,6.73719259752827
291,0.011028059,0.0,Buy,Hold,0.0031777181254826203,6.740370315653752
292,0.022526313,-0.016329862,Buy,Hold,0.011028058853915557,6.7513983745076676
293,0.014843919,0.0047273342,Buy,Hold,0.02252631185070797,6.7739246863583755
294,0.07614376,-0.0021956998,Buy,Hold,0.014843919324981414,6.788768605683357
295,0.01108902,0.0052189254,Buy,Hold,0.07614375520341321,6.86491236088677
296,-0.0026494544,0.0034457613,Buy,Hold,0.011089019970212055,6.876001380856982
297,0.013650613,0.0,Buy,Hold,-0.0026494544392426933,6.873351926417739
298,-0.005865754,0.0,Buy,Hold,0.0136506131750318,6.887002539592771
299,0.003382214,-0.018589517,Buy,Hold,-0.0058657541398662305,6.881136785452905
300,0.044279903,-0.0030256188,Buy,Hold,0.003382214014740148,6.8845189994676455
301,-0.028045075,-0.03528788,Buy,Hold,0.04427990207523247,6.928798901542878
302,0.012553242,0.011947331,Sell,Sell,0.06333295411506257,6.992131855657941
303,0.00808458,-0.01212955,Buy,Hold,0.012553242153156674,7.004685097811097
304,0.017308697,0.0,Buy,Hold,0.00808458072996765,7.012769678541065
305,-0.0031845118,0.0,Buy,Hold,0.01730869726353168,7.030078375804596
306,-0.013585108,0.012318202,Buy,Hold,-0.003184511845067406,7.026893863959528
307,0.02950532,0.01779929,Buy,Hold,-0.013585108198026608,7.013308755761502
308,0.013147118,0.022047048,Buy,Hold,0.02950532012761009,7.042814075889112
309,0.10231864,0.019460194,Buy,Hold,0.013147117963686394,7.055961193852799
310,-0.0008965282,-0.0002877152,Buy,Hold,0.10231863433740651,7.158279828190205
311,-0.047034085,0.0,Buy,Hold,-0.0008965281862933772,7.157383300003911
312,0.043536752,0.0,Sell,Sell,0.0470340843373509,7.204417384341262
313,-0.009512666,0.011699889,Buy,Hold,0.04353675277640923,7.247954137117672
314,-0.0027010327,-0.0013997946,Buy,Hold,-0.009512665921690977,7.238441471195981
315,0.02684194,0.0076518552,Buy,Hold,-0.0027010327388199418,7.235740438457161
316,0.03662133,-0.009978532,Buy,Hold,0.02684194109497806,7.262582379552139
317,0.0025475528,0.013610335,Buy,Hold,0.03662132734990031,7.2992037069020395
318,-0.015300456,0.0,Buy,Hold,0.002547552717421464,7.301751259619461
319,-0.0070045935,0.0,Sell,Sell,0.015300456580341737,7.317051716199803
320,0.047665022,0.011648051,Buy,Hold,-0.007004593596581565,7.310047122603221
321,0.055592768,-0.0047919257,Buy,Hold,0.04766502135260464,7.357712143955825
322,0.008988153,-0.011563829,Buy,Hold,0.05559276937282975,7.4133049133286555
323,0.00073488994,0.0039464426,Buy,Hold,0.008988152900985202,7.42229306622964
324,0.045137823,-0.006792563,Buy,Hold,0.0007348899162549216,7.423027956145895
325,0.0011233347,0.0,Buy,Hold,0.045137820846602006,7.468165776992497
326,-0.01460289,0.0,Buy,Hold,0.0011233347035009,7.469289111695998
327,-0.00032013384,0.0056359307,Sell,Sell,0.014602889964538845,7.483892001660537
328,0.040478047,0.016161669,Buy,Hold,-0.000320133845930215,7.483571867814606
329,-0.019643828,-0.0015844182,Buy,Hold,0.040478046632625775,7.524049914447232
330,-0.084427066,0.0,Sell,Sell,0.021228246085402636,7.545278160532635
331,-0.0024617591,0.0023969791,Sell,Sell,0.08442706722639481,7.62970522775903
332,0.035597228,0.0,Buy,Hold,-0.0024617591448197196,7.6272434686142105
333,0.025967125,0.0,Buy,Hold,0.03559722915754793,7.662840697771759
334,0.07967833,-0.004595549,Buy,Hold,0.02596712538731971,7.688807823159078
335,-0.04192626,0.011271187,Buy,Hold,0.07967832801396635,7.768486151173045
336,0.021171823,0.0017911667,Sell,Sell,0.030655072315666665,7.799141223488712
337,0.012723581,-0.0006241572,Buy,Hold,0.021171823185194727,7.820313046673906
338,-0.03834495,0.008836275,Buy,Hold,0.012723580680175761,7.8330366273540815
339,0.024303237,0.0,Sell,Sell,0.0295086739284679,7.862545301282549
340,0.009965978,0.0,Buy,Hold,0.024303237423597412,7.886848538706147
341,-0.007934312,-0.0019356377,Buy,Hold,0.009965977245154134,7.896814515951301
342,-0.0453576,0.002787148,Buy,Hold,-0.007934312410408761,7.888880203540893
343,0.012705074,-0.007949201,Sell,Sell,0.042570452573349904,7.931450656114243
344,-0.015572121,-0.001285108,Buy,Hold,0.012705073309037251,7.94415572942328
