Step,BTC_return,SP500_return,BTC_action,SP500_action,Reward,Cumulative_Reward
78,0.18187755,0.004707808,Sell,Hold,-0.0024512036855608432,1.9989182593451635
79,0.0012251999,-0.04335951,Buy,Hold,0.18187755736638023,2.1807958167115435
80,-0.002212035,0.0,Sell,Hold,-0.001225199953657663,2.1795706167578857
81,-0.05736584,0.0,Sell,Hold,0.00221203491300348,2.181782651670889
82,0.100520484,-0.029293869,Sell,Hold,0.05736583896317804,2.239148490634067
83,0.049637333,0.09382774,Buy,Hold,0.10052048673231173,2.3396689773663786
84,-0.007979553,0.011535011,Buy,Hold,0.04963733427047878,2.389306311636857
85,0.0052951816,0.06241416,Sell,Hold,0.007979552925792555,2.3972858645626496
86,-0.036722142,-0.033687353,Buy,Hold,0.005295181540467819,2.4025810461031174
87,-0.035179533,0.0,Sell,Hold,0.03672214358569481,2.439303189688812
88,-0.0512882,0.0,Sell,Hold,0.035179534234601295,2.4744827239234133
89,0.085747235,0.03351601,Sell,Hold,0.051288198783903005,2.5257709227073164
90,0.0013690437,-0.016012723,Buy,Hold,0.08574723804008189,2.6115181607473983
91,0.026112923,-0.04414243,Sell,Hold,-0.0013690436954885143,2.6101491170519098
92,0.028281288,0.022829346,Buy,Hold,0.026112924097839496,2.6362620411497493
93,-0.00886674,-0.015137125,Buy,Hold,0.028281287899985408,2.6645433290497347
94,0.019921644,0.0,Sell,Hold,0.008866740365705117,2.6734100694154397
95,-0.011124521,0.0,Buy,Hold,0.01992164308903499,2.6933317125044747
96,0.070776425,0.07033132,Sell,Hold,0.011124520572645125,2.70445623307712
97,-0.013114627,-0.0016030528,Buy,Hold,0.0707764242948763,2.775232657371996
98,0.021972544,0.03405645,Sell,Hold,0.013114627068677276,2.788347284440673
99,-0.004364446,0.01448741,Buy,Hold,0.02197254365887824,2.8103198280995514
100,-0.059790585,0.0,Sell,Hold,0.004364445986660415,2.8146842740862117
101,-0.0009336775,0.0,Sell,Hold,0.05979058460566089,2.8744748586918725
102,0.016329994,0.0,Buy,Buy,-0.0009336774645052337,2.8735411812273672
103,-0.01808242,-0.010104661,Buy,Hold,0.016329994685138294,2.8898711759125053
104,-0.00038127817,0.03057259,Sell,Hold,0.018082418492216368,2.907953594404722
105,-0.029275848,-0.02203044,Buy,Buy,0.03019131099489225,2.9381449053996143
106,0.0714674,0.0058166897,Sell,Hold,0.029275847531044064,2.9674207529306584
107,-0.0028973157,0.026793595,Buy,Hold,0.07146740203164859,3.038888154962307
108,0.022755956,0.0,Buy,Buy,0.023896279096791928,3.062784434059099
109,-0.009402505,0.0,Buy,Hold,0.02275595669052466,3.0855403907496237
110,-0.042766467,-0.017881049,Sell,Hold,0.009402505352301915,3.0949428961019256
111,-0.00023761461,-0.030674797,Sell,Hold,0.04276646838190479,3.1377093644838303
112,0.034429237,0.022930248,Sell,Hold,0.00023761461322069355,3.137946979097051
113,0.04391007,-0.0005394221,Buy,Hold,0.034429236680519004,3.17237621577757
114,0.016309658,0.013918057,Buy,Hold,0.043910071328696176,3.216286287106266
115,0.0025209119,0.0,Buy,Hold,0.016309658285092787,3.232595945391359
116,0.014522072,0.0,Buy,Buy,0.002520911948821203,3.23511685734018
117,0.015069777,0.01471407,Buy,Hold,0.014522071498782596,3.249638928838962
118,0.0014697417,-0.005242381,Buy,Hold,0.015069777105927384,3.26470870594489
119,0.12731805,0.026583916,Buy,Buy,-0.0037726390554662093,3.260936066889424
120,-0.016189497,-0.009212446,Buy,Hold,0.1273180520232342,3.3882541189126583
121,0.02381609,-0.028059034,Sell,Hold,0.01618949646720247,3.4044436153798605
122,0.013968792,0.0,Buy,Hold,0.023816089558295506,3.428259704938156
123,-0.010138171,0.0,Buy,Hold,0.013968791699848548,3.4422284966380046
124,0.0017067266,0.0042498275,Sell,Hold,0.010138170944239966,3.4523666675822446
125,0.010144679,0.009040557,Buy,Buy,0.005956554224199717,3.4583232218064444
126,0.0295112,-0.0069794105,Buy,Hold,0.010144678859214995,3.4684679006656594
127,0.07366214,0.011504631,Buy,Hold,0.029511199738283755,3.497979100403943
128,-0.010938284,0.016871538,Buy,Hold,0.07366214135771076,3.571641241761654
129,-0.025274608,0.0,Sell,Hold,0.010938284289408906,3.5825795260510627
130,-0.087291524,0.0,Sell,Hold,0.025274608612654736,3.607854134663717
131,-0.017659565,0.00013307823,Sell,Buy,0.0872915214038874,3.695145656067605
132,0.023562713,-0.020500317,Sell,Hold,0.017659566044374797,3.71280522211198
133,0.052871935,-0.017462725,Buy,Hold,0.023562712138033515,3.7363679342500133
134,0.05002535,0.011524823,Buy,Hold,0.05287193516704303,3.7892398694170564
135,-0.041661806,0.0039263633,Buy,Hold,0.05002535168149658,3.839265221098553
136,0.005233209,0.0,Sell,Hold,0.04166180495059313,3.880927026049146
137,0.031324003,0.0,Buy,Buy,0.005233209039209763,3.886160235088356
138,0.005773699,0.031501193,Buy,Hold,0.03132400103227817,3.917484236120634
139,0.00025321252,-0.010484399,Buy,Hold,0.005773698991511145,3.9232579351121455
140,-0.02117955,0.0166511,Sell,Hold,-0.00025321252090737545,3.923004722591238
141,-0.0463321,-0.0077735963,Sell,Hold,0.02117954918100662,3.9441842717722446
142,0.011100867,0.0023537113,Sell,Hold,0.04633209978369557,3.99051637155594
143,0.002908765,0.0,Buy,Hold,0.01110086707949609,4.001617238635436
144,-0.04548875,0.0,Buy,Buy,0.0029087652089092586,4.0045260038443455
145,0.013260697,0.0,Sell,Hold,0.045488748514099786,4.050014752358445
146,-0.008070323,0.012289184,Buy,Hold,0.013260696716498988,4.063275449074943
147,0.03915821,0.014827297,Sell,Hold,0.008070322664891605,4.071345771739835
148,0.037548497,-0.0021079145,Buy,Hold,0.039158209254817056,4.110503980994652
149,-0.009093977,0.0048123356,Buy,Hold,0.037548495632866885,4.1480524766275195
150,0.027681598,0.0,Sell,Hold,0.009093976247976698,4.157146452875496
151,-0.024674768,0.0,Buy,Hold,0.02768159825145977,4.184828051126956
152,0.074643865,0.0037512348,Sell,Hold,0.024674768232348376,4.2095028193593045
153,-0.062697746,0.008210833,Buy,Hold,0.07464386293982206,4.284146682299126
154,0.013317594,0.013648979,Sell,Hold,0.06269774820259899,4.346844430501726
155,0.014903505,-0.0033687023,Buy,Hold,0.013317594606312655,4.360162025108038
156,-0.013785178,0.026211651,Buy,Hold,0.014903505382374727,4.375065530490413
157,-0.0012263695,0.0,Sell,Hold,0.013785177382049874,4.388850707872463
158,0.010894587,0.0,Sell,Hold,0.0012263695520872142,4.39007707742455
159,0.001294898,0.012041579,Buy,Buy,0.010894586827723485,4.400971664252274
160,0.0024777122,-0.007799171,Buy,Buy,0.013336477432940308,4.414308141685214
161,0.007594611,-0.005313091,Buy,Buy,-0.005321458688747893,4.408986682996466
162,-0.05555301,-0.058944058,Buy,Buy,0.0022815198044451312,4.411268202800911
163,0.01706353,0.013060844,Sell,Hold,0.05555301055894357,4.466821213359855
164,-0.0005871214,0.0,Buy,Hold,0.01706353064227928,4.483884744002134
165,-0.009338962,0.0,Buy,Buy,-0.0005871213994007585,4.483297622602733
166,0.0068089385,0.008312217,Sell,Hold,0.009338962291258746,4.492636584893992
167,0.009239765,0.018962398,Buy,Buy,0.0151211555104247,4.507757740404417
168,-0.006056761,-0.0036002996,Buy,Hold,0.009239764861221245,4.516997505265638
169,-0.007216479,0.0005942199,Sell,Hold,0.006056760681470541,4.523054265947109
170,-0.013156009,-0.005649495,Sell,Hold,0.007216479234543938,4.530270745181653
171,0.004771983,0.0,Sell,Hold,0.013156009327927487,4.54342675450958
172,-0.003076499,0.0,Buy,Buy,0.004771982890003024,4.548198737399583
173,0.037091747,0.0064950953,Sell,Hold,0.0030764990320015784,4.551275236431585
174,-0.0019753475,0.0043074195,Buy,Hold,0.03709174751916078,4.5883669839507455
175,-0.03282026,-0.025855146,Sell,Hold,0.0019753474772544743,4.590342331428
176,-0.0052393083,0.010959447,Sell,Hold,0.03282025643027875,4.623162587858279
177,-0.010998118,-0.024226906,Sell,Hold,0.005239308190707503,4.628401896048986
178,-0.01282641,0.0,Sell,Hold,0.010998117562784016,4.639400013611771
179,0.010855408,0.0,Sell,Hold,0.012826410118569775,4.65222642373034
180,0.0051700156,0.014685678,Buy,Buy,0.010855408054862181,4.6630818317852025
181,-0.005751514,0.015409876,Buy,Buy,0.019855693945194375,4.682937525730397
182,0.009885325,0.005022133,Sell,Hold,0.005751513982724221,4.688689039713121
183,-0.0113688065,0.004541251,Buy,Buy,0.01490745770874602,4.7035964974218665
184,-0.0039575603,0.0,Sell,Hold,0.011368806022981404,4.714965303444848
185,0.004972275,0.0,Sell,Hold,0.00395756024273064,4.718922863687579
186,-0.006410728,0.0,Buy,Buy,0.004972274697731871,4.723895138385311
187,0.033230565,0.015881727,Sell,Hold,0.00641072801130238,4.7303058663966135
188,-0.013140377,-0.010818532,Buy,Hold,0.0332305643833104,4.763536430779924
189,0.01902836,0.007827462,Sell,Hold,0.01314037643510968,4.776676807215034
190,-0.01594823,-0.005643606,Buy,Hold,0.019028359994139876,4.7957051672091735
191,9.0520225e-05,0.010466201,Sell,Hold,0.015948231171979632,4.811653398381154
192,-0.0041450304,0.0,Buy,Buy,0.010556721500357469,4.822210119881511
193,0.0039125504,0.0,Sell,Hold,0.004145030168397623,4.826355150049909
194,-0.0035450594,-0.009362541,Buy,Buy,0.003912550206798482,4.830267700256707
195,-4.3315376e-05,0.013406371,Sell,Hold,0.003545059255915528,4.833812759512623
196,-0.0054501556,0.009082051,Buy,Buy,0.013363055406903301,4.847175814919526
197,-0.006593109,-0.0034061011,Sell,Hold,0.005450155524782674,4.852625970444309
198,0.002098616,0.0028486121,Sell,Hold,0.006593108913667822,4.859219079357977
199,0.0008356609,0.0,Buy,Buy,0.004947228220173461,4.8641663075781505
200,0.002923597,0.0,Buy,Buy,0.0008356608977502233,4.865001968475901
201,-0.00234992,0.008406939,Buy,Buy,0.002923597193133398,4.867925565669034
202,0.022986788,0.0016790373,Buy,Buy,0.00605701858212937,4.873982584251163
203,0.016050922,0.005747082,Buy,Hold,0.02298678850016933,4.896969372751332
204,0.0058484892,-0.01231986,Buy,Hold,0.016050921443329758,4.913020294194662
205,-0.0046111424,-0.0061904,Buy,Buy,-0.006471370613848726,4.9065489235808135
206,0.014702976,0.0,Sell,Hold,0.004611142289210002,4.911160065870024
207,0.023566296,0.0,Buy,Hold,0.014702976045533722,4.925863041915558
208,0.10961007,0.007395139,Buy,Hold,0.023566295475673238,4.949429337391231
209,-0.007101329,-0.0064733922,Buy,Hold,0.1096100707382146,5.059039408129445
210,0.017194865,0.0124283815,Sell,Hold,0.007101328925793737,5.066140737055239
211,0.00096807576,-0.0037502518,Buy,Hold,0.017194865809297744,5.083335602864537
212,0.019102586,0.007670505,Buy,Buy,-0.0027821761797427458,5.080553426684794
213,0.038515233,0.0,Buy,Hold,0.0191025870102548,5.099656013695049
214,-0.060034264,0.0,Buy,Hold,0.03851523428168302,5.138171247976732
215,0.017436322,0.0071810232,Sell,Hold,0.060034265575901635,5.198205513552634
216,-0.0035972614,0.0036119304,Buy,Hold,0.017436321777176023,5.21564183532981
217,0.04828976,0.006429743,Sell,Hold,0.00359726129861071,5.219239096628421
218,0.0027880236,0.0064276955,Buy,Hold,0.04828976175167332,5.2675288583800945
219,-0.01513618,0.00063302956,Buy,Buy,0.009215719220247776,5.2767445776003425
220,0.013151196,0.0,Sell,Hold,0.01513618086086388,5.291880758461207
221,-0.006662101,0.0,Buy,Hold,0.013151196120374076,5.3050319545815805
222,0.0173327,0.0027422183,Sell,Hold,0.006662100973708895,5.311694055555289
223,-0.039365344,-0.007969132,Buy,Hold,0.017332698670629254,5.329026754225919
224,0.015284939,0.01399655,Sell,Hold,0.03936534391564839,5.368392098141567
225,0.017195014,-0.0020471744,Buy,Hold,0.015284938573538076,5.383677036715105
226,-0.0012955213,-0.00017188262,Buy,Hold,0.017195015111304723,5.4008720518264095
227,0.008227395,0.0,Sell,Hold,0.0012955213149429268,5.4021675731413525
228,0.0022843552,0.0,Buy,Buy,0.008227394765919493,5.410394967907272
229,0.030404827,0.0027098425,Buy,Buy,0.0022843551383793237,5.412679323045651
230,-0.021475462,0.0023033891,Buy,Hold,0.03040482644811049,5.443084149493762
231,-0.019426709,-0.0044043954,Sell,Hold,0.021475461465219614,5.464559610958982
232,0.010213129,0.0031586327,Sell,Hold,0.019426708460436926,5.483986319419419
233,-0.024067508,0.003441107,Buy,Buy,0.013371762110634622,5.497358081530053
234,0.0077063637,0.0,Sell,Hold,0.024067507803910648,5.521425589333964
235,-0.0014533293,0.0,Buy,Buy,0.007706363621583279,5.529131952955547
236,0.009408442,0.010043718,Sell,Hold,0.0014533293195752028,5.530585282275122
237,-0.03469002,0.0035963512,Buy,Hold,0.00940844236539995,5.539993724640522
238,0.010753745,0.010195626,Sell,Hold,0.034690018052305094,5.574683742692827
239,-0.014359384,0.001673044,Buy,Hold,0.010753745063331488,5.585437487756158
240,0.019349542,0.0067325654,Sell,Hold,0.01435938403704018,5.599796871793198
241,-0.0030872659,0.0,Buy,Hold,0.01934954061432026,5.6191464124075186
242,0.017784221,0.0,Sell,Hold,0.0030872658111327222,5.6222336782186515
243,-0.0026201196,-0.0021949627,Buy,Hold,0.017784220187846422,5.640017898406498
244,0.024797762,0.007525003,Sell,Hold,0.0026201196706430174,5.642638018077141
245,-0.04648472,0.01536591,Buy,Hold,0.024797762089964426,5.667435780167105
246,-0.10239476,-0.035125844,Sell,Hold,0.04648471948812871,5.713920499655234
247,0.026013555,-0.008133028,Sell,Buy,0.06726891753107189,5.781189417186306
248,-0.032558236,0.0,Buy,Hold,0.02601355576262887,5.807202972948935
249,0.010893696,0.0,Sell,Hold,0.03255823502891142,5.839761207977847
250,0.008677905,0.0,Buy,Buy,0.010893696409813414,5.85065490438766
251,-0.022956306,-0.027756343,Buy,Buy,0.00867790498409815,5.859332809371758
252,0.010939237,0.020144986,Sell,Hold,0.022956306264775628,5.882289115636534
253,0.011793294,-0.017584797,Buy,Hold,0.010939236349907233,5.8932283519864415
254,0.0036452631,0.0005330722,Buy,Buy,-0.005791502740083221,5.887436849246358
255,0.0039665606,0.0,Buy,Buy,0.0041783353086128905,5.89161518455497
256,-0.011340079,0.0,Buy,Buy,0.003966560559340859,5.8955817451143115
257,0.034588385,0.012741829,Sell,Hold,0.011340078630605377,5.906921823744917
258,0.010871178,0.0052193594,Buy,Hold,0.0345883839286778,5.941510207673595
259,0.016481884,-0.0046189465,Buy,Hold,0.010871177190313608,5.952381384863909
260,-0.0023612995,-0.008412366,Buy,Hold,0.01648188444401355,5.968863269307922
261,-0.00040225597,-0.011182582,Sell,Hold,0.0023612995663134795,5.971224568874236
262,0.013683545,0.0,Sell,Hold,0.00040225598714782596,5.971626824861384
263,-0.0140679935,0.0,Buy,Hold,0.013683545731443925,5.985310370592828
264,-0.043518003,-0.011571098,Sell,Hold,0.014067993350005525,5.999378363942833
265,0.00728334,0.0105179455,Sell,Hold,0.04351800185522625,6.042896365798059
266,-0.02773398,-0.023721455,Buy,Buy,0.017801285186729077,6.060697650984788
267,0.05015328,0.002987459,Sell,Hold,0.027733979972724532,6.088431630957513
268,-0.006259219,0.015976723,Buy,Hold,0.050153282066164984,6.138584913023678
269,0.005424892,0.0,Sell,Hold,0.006259218747560857,6.144844131771238
270,0.0022831857,0.0,Buy,Buy,0.005424892199001441,6.15026902397024
271,-0.00608961,0.01611059,Buy,Buy,0.0022831856976197606,6.15255220966786
272,0.012604357,-0.0048126644,Sell,Hold,0.006089609852421796,6.158641819520282
273,-0.0055464646,0.008253718,Buy,Hold,0.012604356977915954,6.171246176498198
274,-0.015303371,0.005292908,Sell,Hold,0.00554646448346463,6.176792640981663
275,-0.0040941415,-0.009577652,Sell,Hold,0.015303370300178809,6.192096011281842
276,-0.0025194376,0.0,Sell,Hold,0.00409414143543152,6.196190152717274
277,0.011399199,0.0,Sell,Hold,0.0025194375739971964,6.198709590291271
278,0.011599032,0.017972708,Buy,Hold,0.011399199427022166,6.210108789718293
279,-0.017504646,-0.0139735155,Buy,Hold,0.01159903211277169,6.221707821831065
280,0.0060882713,0.017396756,Sell,Hold,0.017504646058134066,6.239212467889199
281,0.02312471,0.008010124,Buy,Buy,0.023485025959360417,6.26269749384856
282,0.013629236,0.008793533,Buy,Hold,0.023124708925124526,6.285822202773684
283,0.020959303,0.0,Buy,Hold,0.013629236597062944,6.299451439370746
284,0.0077742124,0.0,Buy,Hold,0.02095930231275278,6.320410741683499
285,0.015036798,0.016415812,Buy,Buy,0.0077742124166433335,6.328184954100143
286,-0.01120379,-0.006306919,Buy,Hold,0.01503679807902314,6.343221752179167
287,0.00031572324,-0.006623142,Sell,Hold,0.011203790312466544,6.354425542491633
288,0.005760771,-0.0015277553,Buy,Buy,-0.006307418522948138,6.348118123968685
289,-0.015069273,0.00013491955,Buy,Buy,0.0042330158612504665,6.352351139829935
290,0.003177718,0.0,Sell,Hold,0.01506927308750361,6.367420412917438
291,0.011028059,0.0,Buy,Buy,0.0031777181254826203,6.370598131042921
292,0.022526313,-0.016329862,Buy,Buy,0.011028058853915557,6.381626189896837
293,0.014843919,0.0047273342,Buy,Hold,0.02252631185070797,6.404152501747545
294,0.07614376,-0.0021956998,Buy,Hold,0.014843919324981414,6.418996421072526
295,0.01108902,0.0052189254,Buy,Hold,0.07614375520341321,6.495140176275939
296,-0.0026494544,0.0034457613,Buy,Hold,0.011089019970212055,6.506229196246151
297,0.013650613,0.0,Sell,Hold,0.0026494544392426933,6.508878650685394
298,-0.005865754,0.0,Buy,Hold,0.0136506131750318,6.5225292638604255
299,0.003382214,-0.018589517,Sell,Hold,0.0058657541398662305,6.528395018000292
300,0.044279903,-0.0030256188,Buy,Buy,-0.015207302279795498,6.5131877157204965
301,-0.028045075,-0.03528788,Buy,Hold,0.04427990207523247,6.557467617795729
302,0.012553242,0.011947331,Sell,Hold,0.02804507535445777,6.585512693150187
303,0.00808458,-0.01212955,Buy,Hold,0.012553242153156674,6.598065935303343
304,0.017308697,0.0,Buy,Buy,-0.004044969400208043,6.594020965903136
305,-0.0031845118,0.0,Buy,Hold,0.01730869726353168,6.611329663166668
306,-0.013585108,0.012318202,Sell,Hold,0.003184511845067406,6.6145141750117356
307,0.02950532,0.01779929,Sell,Hold,0.013585108198026608,6.628099283209762
308,0.013147118,0.022047048,Buy,Hold,0.02950532012761009,6.657604603337372
309,0.10231864,0.019460194,Buy,Hold,0.013147117963686394,6.670751721301059
310,-0.0008965282,-0.0002877152,Buy,Hold,0.10231863433740651,6.773070355638465
311,-0.047034085,0.0,Buy,Buy,-0.001184243373711924,6.771886112264753
312,0.043536752,0.0,Sell,Hold,0.0470340843373509,6.818920196602104
313,-0.009512666,0.011699889,Buy,Hold,0.04353675277640923,6.8624569493785135
314,-0.0027010327,-0.0013997946,Sell,Hold,0.009512665921690977,6.871969615300205
315,0.02684194,0.0076518552,Sell,Hold,0.0027010327388199418,6.874670648039024
316,0.03662133,-0.009978532,Buy,Hold,0.02684194109497806,6.901512589134002
317,0.0025475528,0.013610335,Buy,Hold,0.03662132734990031,6.938133916483903
318,-0.015300456,0.0,Buy,Buy,0.016157888126485,6.954291804610388
319,-0.0070045935,0.0,Sell,Hold,0.015300456580341737,6.969592261190729
320,0.047665022,0.011648051,Sell,Hold,0.007004593596581565,6.976596854787311
321,0.055592768,-0.0047919257,Buy,Hold,0.04766502135260464,7.024261876139915
322,0.008988153,-0.011563829,Buy,Hold,0.05559276937282975,7.079854645512745
323,0.00073488994,0.0039464426,Buy,Buy,-0.0025756767099588407,7.077278968802786
324,0.045137823,-0.006792563,Buy,Buy,0.0046813323836765175,7.081960301186463
325,0.0011233347,0.0,Buy,Hold,0.045137820846602006,7.127098122033065
326,-0.01460289,0.0,Buy,Buy,0.0011233347035009,7.128221456736566
327,-0.00032013384,0.0056359307,Sell,Hold,0.014602889964538845,7.142824346701104
328,0.040478047,0.016161669,Buy,Buy,0.005315796771286019,7.14814014347239
329,-0.019643828,-0.0015844182,Buy,Hold,0.040478046632625775,7.188618190105016
330,-0.084427066,0.0,Sell,Hold,0.01964382784787766,7.208262017952894
331,-0.0024617591,0.0023969791,Sell,Buy,0.08442706722639481,7.292689085179289
332,0.035597228,0.0,Sell,Hold,0.0024617591448197196,7.295150844324109
333,0.025967125,0.0,Buy,Hold,0.03559722915754793,7.330748073481657
334,0.07967833,-0.004595549,Buy,Hold,0.02596712538731971,7.356715198868977
335,-0.04192626,0.011271187,Buy,Hold,0.07967832801396635,7.436393526882943
336,0.021171823,0.0017911667,Sell,Hold,0.04192625951044282,7.478319786393386
337,0.012723581,-0.0006241572,Buy,Hold,0.021171823185194727,7.49949160957858
338,-0.03834495,0.008836275,Buy,Hold,0.012723580680175761,7.512215190258756
339,0.024303237,0.0,Sell,Hold,0.038344949058079725,7.550560139316835
340,0.009965978,0.0,Buy,Hold,0.024303237423597412,7.574863376740433
341,-0.007934312,-0.0019356377,Buy,Buy,0.009965977245154134,7.5848293539855876
342,-0.0453576,0.002787148,Sell,Hold,0.007934312410408761,7.592763666395996
343,0.012705074,-0.007949201,Sell,Hold,0.0453576006387062,7.638121267034702
344,-0.015572121,-0.001285108,Buy,Buy,0.004755871704438697,7.6428771387391405
345,-0.011283218,-0.0012649973,Sell,Hold,0.015572121156616547,7.658449259895757
